Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
1,1.0,0.0,1.0,0.65400058,0.0,1.0,0.651881099,1.0,1.0,1.0
2,1.0,0.0,1.0,0.640632212,0.0,1.0,0.662853241,1.0,1.0,1.0
3,1.0,0.0,1.0,0.674216628,0.0,1.0,0.688196063,1.0,1.0,1.0
4,1.0,0.0,1.0,0.591154337,0.0,1.0,0.530139506,1.0,1.0,1.0
5,1.0,0.0,1.0,0.498415291,0.0,1.0,0.557922244,1.0,1.0,1.0
6,1.0,0.0,1.0,0.539107561,0.0,1.0,0.685596406,1.0,1.0,1.0
7,1.0,0.0,1.0,0.597886682,0.0,1.0,0.675387621,1.0,1.0,1.0
8,1.0,0.0,1.0,0.524519503,0.0,1.0,0.555113554,1.0,1.0,1.0
9,1.0,0.2175,1.0,0.714665174,0.2258,1.0,0.545945764,1.0,1.0,1.0
10,1.0,0.4081,1.0,0.201284081,0.4428,1.0,0.233014196,1.0,1.0,1.0
11,1.0,0.5613,1.0,0.012974607,0.5538,1.0,0.115340397,1.0,1.0,1.0
12,1.0,0.5322,1.0,0.034633961,0.6097,1.0,0.066541314,1.0,1.0,1.0
13,1.0,0.5679,1.0,0.082750432,0.6059,1.0,0.047794882,1.0,1.0,1.0
14,1.0,0.5247,1.0,0.036179084,0.5139,1.0,0.032758825,1.0,1.0,1.0
15,1.0,0.4229,1.0,0.006105063,0.4232,1.0,0.059398096,1.0,1.0,1.0
16,1.0,0.3114,1.0,0.173815444,0.363,1.0,0.144726574,1.0,1.0,1.0
17,1.0,0.109,1.0,0.260041893,0.1806,1.0,0.365451872,1.0,1.0,1.0
18,1.0,0.0,1.0,0.468751878,0.0,1.0,0.650975525,1.0,1.0,1.0
19,1.0,0.0,1.0,0.784515142,0.0,1.0,0.780547857,1.0,1.0,1.0
20,1.0,0.0,1.0,0.355991662,0.0,1.0,0.814909935,1.0,1.0,1.0
21,1.0,0.0,1.0,0.604112744,0.0,1.0,0.783736229,1.0,1.0,1.0
22,1.0,0.0,1.0,0.527206779,0.0,1.0,0.812947273,1.0,1.0,1.0
23,1.0,0.0,1.0,0.685887396,0.0,1.0,0.777409554,1.0,1.0,1.0
24,1.0,0.0,1.0,0.618583739,0.0,1.0,0.804257452,1.0,1.0,1.0
25,1.0,0.0,1.0,0.674788058,0.0,1.0,0.832141697,1.0,1.0,1.0
26,1.0,0.0,1.0,0.91023761,0.0,1.0,0.825002253,1.0,1.0,1.0
27,1.0,0.0,1.0,0.839853764,0.0,1.0,0.878274798,1.0,1.0,1.0
28,1.0,0.0,1.0,0.8865906,0.0,1.0,0.925702214,1.0,1.0,1.0
29,1.0,0.0,1.0,0.94504863,0.0,1.0,0.900026917,1.0,1.0,1.0
30,1.0,0.0,1.0,0.863669157,0.0,1.0,0.867172003,1.0,1.0,1.0
31,1.0,0.0,1.0,0.646323919,0.0,1.0,0.851862907,1.0,1.0,1.0
32,1.0,0.0,1.0,0.25566262,0.0,1.0,0.962050557,1.0,1.0,1.0
33,1.0,0.109,1.0,0.324984014,0.1325,1.0,0.968221545,1.0,1.0,1.0
34,1.0,0.3235,1.0,0.710196197,0.3044,1.0,0.936753988,1.0,1.0,1.0
35,1.0,0.3563,1.0,0.438852191,0.3022,1.0,0.894410849,1.0,1.0,1.0
36,1.0,0.3784,1.0,0.312287986,0.4041,1.0,0.729316831,1.0,1.0,1.0
37,1.0,0.3346,1.0,0.569212019,0.2614,1.0,0.705880165,1.0,1.0,1.0
38,1.0,0.2609,1.0,0.766024351,0.2753,1.0,0.748093069,1.0,1.0,1.0
39,1.0,0.2381,1.0,0.711729348,0.1934,1.0,0.817127466,1.0,1.0,1.0
40,1.0,0.1307,1.0,0.659122467,0.2166,1.0,0.8403548,1.0,1.0,1.0
41,1.0,0.0266,1.0,0.482714176,0.0182,1.0,0.906592369,1.0,1.0,1.0
42,1.0,0.0,1.0,0.74608326,0.0,1.0,0.94518286,1.0,1.0,1.0
43,1.0,0.0,1.0,0.817704558,0.0,1.0,0.897846878,1.0,1.0,1.0
44,1.0,0.0,1.0,0.881676972,0.0,1.0,0.937956572,1.0,1.0,1.0
45,1.0,0.0,1.0,0.923290074,0.0,1.0,0.908633113,1.0,1.0,1.0
46,1.0,0.0,1.0,0.881124794,0.0,1.0,0.971499681,1.0,1.0,1.0
47,1.0,0.0,1.0,0.837216139,0.0,1.0,0.997881591,1.0,1.0,1.0
48,1.0,0.0,1.0,0.935307026,0.0,1.0,0.981252551,1.0,1.0,1.0
49,1.0,0.0,1.0,0.95678848,0.0,1.0,0.874063134,1.0,1.0,1.0
50,1.0,0.0,1.0,0.960784912,0.0,1.0,0.785421908,1.0,1.0,1.0
51,1.0,0.0,1.0,0.964077592,0.0,1.0,0.838933825,1.0,1.0,1.0
52,1.0,0.0,1.0,0.821918488,0.0,1.0,0.836373806,1.0,1.0,1.0
53,1.0,0.0,1.0,0.535242558,0.0,1.0,0.798461854,1.0,1.0,1.0
54,1.0,0.0,1.0,0.421804518,0.0,1.0,0.835002184,1.0,1.0,1.0
55,1.0,0.0,1.0,0.44402492,0.0,1.0,0.936725378,1.0,1.0,1.0
56,1.0,0.0,1.0,0.506769657,0.0,1.0,0.92959249,1.0,1.0,1.0
57,1.0,0.1008,1.0,0.716469467,0.1563,1.0,0.786107421,1.0,1.0,1.0
58,1.0,0.3571,1.0,0.479748398,0.4284,1.0,0.73866868,1.0,1.0,1.0
59,1.0,0.5425,1.0,0.77202934,0.5777,1.0,0.717252851,1.0,1.0,1.0
60,1.0,0.6327,1.0,0.629349351,0.6501,1.0,0.634071887,1.0,1.0,1.0
61,1.0,0.6563,1.0,0.735723257,0.6632,1.0,0.717576087,1.0,1.0,1.0
62,1.0,0.6462,1.0,0.502739787,0.6461,1.0,0.680005491,1.0,1.0,1.0
63,1.0,0.5642,1.0,0.707346141,0.5617,1.0,0.761096835,1.0,1.0,1.0
64,1.0,0.3954,1.0,0.32747677,0.3732,1.0,0.737764895,1.0,1.0,1.0
65,1.0,0.1551,1.0,0.927522063,0.1768,1.0,0.7636289,1.0,1.0,1.0
66,1.0,0.0,1.0,0.636502683,0.0,1.0,0.771935344,1.0,1.0,1.0
67,1.0,0.0,1.0,0.664787829,0.0,1.0,0.867450655,1.0,1.0,1.0
68,1.0,0.0,1.0,0.515376031,0.0,1.0,0.923220873,1.0,1.0,1.0
69,1.0,0.0,1.0,0.439054638,0.0,1.0,0.93512392,1.0,1.0,1.0
70,1.0,0.0,1.0,0.750679374,0.0,1.0,0.801682234,1.0,1.0,1.0
71,1.0,0.0,1.0,0.814183295,0.0,1.0,0.73993969,1.0,1.0,1.0
72,1.0,0.0,1.0,0.872650862,0.0,1.0,0.863863051,1.0,1.0,1.0
73,1.0,0.0,1.0,0.888046741,0.0,1.0,0.794329345,1.0,1.0,1.0
74,1.0,0.0,1.0,0.731665611,0.0,1.0,0.7056126,1.0,1.0,1.0
75,1.0,0.0,1.0,0.777789474,0.0,1.0,0.764104486,1.0,1.0,1.0
76,1.0,0.0,1.0,0.943983614,0.0,1.0,0.786875129,1.0,1.0,1.0
77,1.0,0.0,1.0,0.947459102,0.0,1.0,0.886458337,1.0,1.0,1.0
78,1.0,0.0,1.0,0.747204661,0.0,1.0,0.976139545,1.0,1.0,1.0
79,1.0,0.0,1.0,0.933167934,0.0,1.0,0.972755671,1.0,1.0,1.0
80,1.0,0.0,1.0,0.757942557,0.0,1.0,0.896742344,1.0,1.0,1.0
81,1.0,0.2189,1.0,0.785400927,0.1756,1.0,0.984853625,1.0,1.0,1.0
82,1.0,0.4091,1.0,0.641020477,0.359,1.0,0.902690589,1.0,1.0,1.0
83,1.0,0.5094,1.0,0.963223636,0.4301,1.0,0.9146806,1.0,1.0,1.0
84,1.0,0.5486,1.0,0.768399656,0.4563,1.0,0.959157526,1.0,1.0,1.0
85,1.0,0.5372,1.0,0.880754352,0.3894,1.0,0.980083108,1.0,1.0,1.0
86,1.0,0.4018,1.0,0.927021861,0.4534,1.0,0.962692797,1.0,1.0,1.0
87,1.0,0.4305,1.0,0.91498971,0.5024,1.0,0.874517322,1.0,1.0,1.0
88,1.0,0.3475,1.0,0.568014443,0.3741,1.0,0.909573317,1.0,1.0,1.0
89,1.0,0.1858,1.0,0.400734007,0.207,1.0,0.887189507,1.0,1.0,1.0
90,1.0,0.0,1.0,0.370842636,0.0,1.0,0.914014876,1.0,1.0,1.0
91,1.0,0.0,1.0,0.345947564,0.0,1.0,0.881599724,1.0,1.0,1.0
92,1.0,0.0,1.0,0.52340579,0.0,1.0,0.903847158,1.0,1.0,1.0
93,1.0,0.0,1.0,0.235718831,0.0,1.0,0.908420205,1.0,1.0,1.0
94,1.0,0.0,1.0,0.353133857,0.0,1.0,0.877573609,1.0,1.0,1.0
95,1.0,0.0,1.0,0.123410217,0.0,1.0,0.374645948,1.0,1.0,1.0
96,1.0,0.0,1.0,0.159678772,0.0,1.0,0.802588284,1.0,1.0,1.0
97,1.0,0.0,1.0,0.174881235,0.0,1.0,0.690074623,1.0,1.0,1.0
98,1.0,0.0,1.0,0.268058985,0.0,1.0,0.677912593,1.0,1.0,1.0
99,1.0,0.0,1.0,0.07365521,0.0,1.0,0.683205128,1.0,1.0,1.0
100,1.0,0.0,1.0,0.09225262,0.0,1.0,0.589605987,1.0,1.0,1.0
101,1.0,0.0,1.0,0.1769187,0.0,1.0,0.580307305,1.0,1.0,1.0
102,1.0,0.0,1.0,0.047160737,0.0,1.0,0.634193897,1.0,1.0,1.0
103,1.0,0.0,1.0,0.018978704,0.0,1.0,0.679633021,1.0,1.0,1.0
104,1.0,0.0,1.0,0.007698048,0.0,1.0,0.686066628,1.0,1.0,1.0
105,1.0,0.1243,1.0,0.0,0.1448,1.0,0.628320456,1.0,1.0,1.0
106,1.0,0.3369,1.0,3.21e-6,0.381,1.0,0.540198147,1.0,1.0,1.0
107,1.0,0.5427,1.0,0.0,0.4255,1.0,0.395114601,1.0,1.0,1.0
108,1.0,0.5165,1.0,0.0,0.4001,1.0,0.167897642,1.0,1.0,1.0
109,1.0,0.4801,1.0,0.0,0.3675,1.0,0.094961971,1.0,1.0,1.0
110,1.0,0.4327,1.0,0.0,0.3052,1.0,0.083402254,1.0,1.0,1.0
111,1.0,0.3182,1.0,0.016408831,0.2707,1.0,0.081223026,1.0,1.0,1.0
112,1.0,0.1995,1.0,0.121261552,0.1831,1.0,0.027838761,1.0,1.0,1.0
113,1.0,0.0683,1.0,0.194417536,0.078,1.0,0.033720993,1.0,1.0,1.0
114,1.0,0.0,1.0,0.331171334,0.0,1.0,0.124309257,1.0,1.0,1.0
115,1.0,0.0,1.0,0.57641989,0.0,1.0,0.199696913,1.0,1.0,1.0
116,1.0,0.0,1.0,0.249798104,0.0,1.0,0.368104279,1.0,1.0,1.0
117,1.0,0.0,1.0,0.31388849,0.0,1.0,0.412119091,1.0,1.0,1.0
118,1.0,0.0,1.0,0.263796777,0.0,1.0,0.432690829,1.0,1.0,1.0
119,1.0,0.0,1.0,0.322466075,0.0,1.0,0.638492703,1.0,1.0,1.0
120,1.0,0.0,1.0,0.329577833,0.0,1.0,0.733269811,1.0,1.0,1.0
121,1.0,0.0,1.0,0.705949306,0.0,1.0,0.780201435,1.0,1.0,1.0
122,1.0,0.0,1.0,0.834924579,0.0,1.0,0.786337197,1.0,1.0,1.0
123,1.0,0.0,1.0,0.832703173,0.0,1.0,0.797727823,1.0,1.0,1.0
124,1.0,0.0,1.0,0.727586865,0.0,1.0,0.823553085,1.0,1.0,1.0
125,1.0,0.0,1.0,0.626110256,0.0,1.0,0.758514643,1.0,1.0,1.0
126,1.0,0.0,1.0,0.721315265,0.0,1.0,0.721159458,1.0,1.0,1.0
127,1.0,0.0,1.0,0.785158873,0.0,1.0,0.718788862,1.0,1.0,1.0
128,1.0,0.0,1.0,0.59819752,0.0,1.0,0.807962596,1.0,1.0,1.0
129,1.0,0.0,1.0,0.567111433,0.0,1.0,0.934006155,1.0,1.0,1.0
130,1.0,0.003,1.0,0.326491237,0.0064,1.0,0.948075294,1.0,1.0,1.0
131,1.0,0.0852,1.0,0.390583217,0.116,1.0,0.981830955,1.0,1.0,1.0
132,1.0,0.1324,1.0,0.287067473,0.0999,1.0,0.98286736,1.0,1.0,1.0
133,1.0,0.1041,1.0,0.229321212,0.1202,1.0,0.940139234,1.0,1.0,1.0
134,1.0,0.1276,1.0,0.154025629,0.192,1.0,0.877916396,1.0,1.0,1.0
135,1.0,0.1108,1.0,0.115687042,0.1404,1.0,0.879350662,1.0,1.0,1.0
136,1.0,0.0825,1.0,0.054644316,0.0697,1.0,0.896614492,1.0,1.0,1.0
137,1.0,0.0043,1.0,0.088804618,0.0,1.0,0.837487161,1.0,1.0,1.0
138,1.0,0.0,1.0,0.72049433,0.0,1.0,0.721934199,1.0,1.0,1.0
139,1.0,0.0,1.0,0.834395289,0.0,1.0,0.659873962,1.0,1.0,1.0
140,1.0,0.0,1.0,0.950648248,0.0,1.0,0.497243434,1.0,1.0,1.0
141,1.0,0.0,1.0,0.999782085,0.0,1.0,0.501666129,1.0,1.0,1.0
142,1.0,0.0,1.0,1.0,0.0,1.0,0.587158203,1.0,1.0,1.0
143,1.0,0.0,1.0,1.0,0.0,1.0,0.723627448,1.0,1.0,1.0
144,1.0,0.0,1.0,1.0,0.0,1.0,0.83999908,1.0,1.0,1.0
145,1.0,0.0,1.0,1.0,0.0,1.0,0.961806953,1.0,1.0,1.0
146,1.0,0.0,1.0,1.0,0.0,1.0,0.997699499,1.0,1.0,1.0
147,1.0,0.0,1.0,1.0,0.0,1.0,0.99966979,1.0,1.0,1.0
148,1.0,0.0,1.0,0.999383628,0.0,1.0,0.996178329,1.0,1.0,1.0
149,1.0,0.0,1.0,0.965365767,0.0,1.0,0.992918313,1.0,1.0,1.0
150,1.0,0.0,1.0,0.79326117,0.0,1.0,0.974965513,1.0,1.0,1.0
151,1.0,0.0,1.0,0.284757346,0.0,1.0,0.955787182,1.0,1.0,1.0
152,1.0,0.0,1.0,0.51474309,0.0,1.0,0.939044178,1.0,1.0,1.0
153,1.0,0.2499,1.0,0.541716576,0.2267,1.0,0.878550053,1.0,1.0,1.0
154,1.0,0.4155,1.0,0.119267933,0.3616,1.0,0.718334675,1.0,1.0,1.0
155,1.0,0.5324,1.0,7.85e-5,0.4427,1.0,0.461677551,1.0,1.0,1.0
156,1.0,0.4953,1.0,0.0,0.4972,1.0,0.560474813,1.0,1.0,1.0
157,1.0,0.5597,1.0,0.021236544,0.6758,1.0,0.422075212,1.0,1.0,1.0
158,1.0,0.6671,1.0,0.279601127,0.7002,1.0,0.194490075,1.0,1.0,1.0
159,1.0,0.6148,1.0,0.46427834,0.6275,1.0,0.148848206,1.0,1.0,1.0
