Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,1.5246891215196667e7,14888.592625200945,0.11690243259478479
solar_pv,1,5.301232699554031e7,33134.93502539004,0.1826361058845315
onshore_wind,1,5.346112377574772e7,26300.69197438441,0.23204210812682044
battery,1,2.616741361777491e7,9375.61609821823,0.0
