cpa_id,cluster
245619,1
245776,1
245801,1
245804,1
245810,1
245816,1
245821,1
245824,1
245825,1
245826,1
245827,1
245837,1
245839,1
245843,1
245844,1
245853,1
245855,1
245859,1
245862,1
245863,1
245865,1
245867,1
245869,1
245870,1
245871,1
245872,1
245874,1
245875,1
245878,1
245884,1
245885,1
245886,1
245888,1
245891,1
245893,1
245895,1
245896,1
245899,1
245901,1
245904,1
245905,1
245907,1
245908,1
245910,1
245915,1
245916,1
245919,1
245921,1
245922,1
245925,1
245927,1
245928,1
245930,1
245933,1
245935,1
245939,1
245940,1
245941,1
245942,1
245946,1
245952,1
245957,1
245958,1
256988,1
257923,1
257927,1
257928,1
257936,1
257966,1
257967,1
257968,1
257969,1
257970,1
257971,1
257978,1
257979,1
257980,1
258865,1
258869,1
258873,1
260126,1
260134,1
260135,1
260144,1
260145,1
260146,1
260153,1
260154,1
260155,1
260162,1
262163,1
262164,1
262170,1
262171,1
262359,1
262360,1
263098,1
263099,1
263100,1
263101,1
263103,1
263104,1
263105,1
263118,1
263119,1
263127,1
263128,1
263132,1
263133,1
263134,1
263143,1
263933,1
263934,1
264381,1
264382,1
264383,1
264386,1
264387,1
264390,1
264416,1
264417,1
264418,1
264419,1
264423,1
264424,1
264425,1
264431,1
264433,1
264434,1
264439,1
264440,1
264441,1
264444,1
264445,1
264446,1
264448,1
264449,1
264451,1
264452,1
264453,1
264454,1
264455,1
264456,1
264698,1
264702,1
264703,1
264704,1
264706,1
264707,1
264708,1
264709,1
264710,1
264712,1
264713,1
264714,1
264715,1
264716,1
264717,1
264718,1
264719,1
264720,1
265078,1
265079,1
265080,1
265081,1
265082,1
265083,1
265084,1
265085,1
265087,1
265088,1
265089,1
265090,1
265092,1
265099,1
265100,1
265101,1
265102,1
265112,1
265113,1
265114,1
265115,1
265120,1
265121,1
265122,1
265132,1
265133,1
265144,1
265196,1
265197,1
265257,1
265258,1
265259,1
265260,1
265261,1
265262,1
265263,1
265784,1
265785,1
265786,1
265787,1
265788,1
265789,1
265790,1
265791,1
265792,1
265793,1
265794,1
265795,1
265796,1
265797,1
265798,1
265799,1
265800,1
265801,1
265802,1
265803,1
265804,1
265805,1
265806,1
265807,1
265808,1
265809,1
265810,1
265811,1
265812,1
265813,1
265814,1
265815,1
265816,1
265817,1
265818,1
265819,1
265820,1
265821,1
265822,1
265823,1
265824,1
265825,1
265826,1
265827,1
265828,1
265829,1
265830,1
265831,1
265832,1
265833,1
265834,1
265835,1
265836,1
265837,1
265838,1
265839,1
265840,1
265841,1
265842,1
265843,1
265844,1
265845,1
265846,1
265847,1
265848,1
265849,1
265850,1
265851,1
265852,1
265853,1
265854,1
265855,1
265856,1
265857,1
265858,1
265859,1
265860,1
265861,1
265862,1
265863,1
265864,1
265865,1
265866,1
265867,1
265868,1
265869,1
265870,1
265871,1
265872,1
265873,1
265874,1
265875,1
265876,1
265877,1
265878,1
265879,1
265880,1
265881,1
265882,1
265883,1
265884,1
265885,1
265886,1
265887,1
265888,1
265889,1
265890,1
265891,1
265892,1
265893,1
265894,1
265895,1
265896,1
265897,1
265898,1
265899,1
265900,1
265901,1
265902,1
265903,1
265904,1
265905,1
265906,1
265907,1
265908,1
265909,1
265910,1
265911,1
265912,1
265913,1
265914,1
265915,1
265916,1
265917,1
265918,1
265919,1
265920,1
265921,1
265922,1
265923,1
265924,1
265925,1
265926,1
265927,1
265928,1
265929,1
265930,1
265931,1
265932,1
265933,1
265934,1
265935,1
265936,1
265937,1
265938,1
265939,1
265940,1
265941,1
265942,1
265943,1
265944,1
265945,1
265946,1
265947,1
265948,1
265949,1
265950,1
265951,1
265952,1
265953,1
265954,1
265955,1
265956,1
265957,1
265958,1
265959,1
265960,1
265961,1
265962,1
265963,1
265964,1
265965,1
265966,1
265967,1
265968,1
265969,1
265970,1
265971,1
265972,1
265973,1
265974,1
265975,1
265976,1
265977,1
265978,1
265979,1
265980,1
265981,1
265982,1
265983,1
265984,1
265985,1
265986,1
265987,1
265988,1
265989,1
265990,1
265991,1
265992,1
265993,1
265994,1
265996,1
265997,1
265998,1
265999,1
266000,1
266001,1
266002,1
266003,1
266004,1
266005,1
266006,1
266007,1
266008,1
266009,1
266010,1
266011,1
266012,1
266013,1
266014,1
266015,1
266016,1
266017,1
266018,1
266019,1
266020,1
266021,1
266022,1
266023,1
266024,1
266025,1
266026,1
266027,1
266028,1
266029,1
266030,1
266031,1
266032,1
266033,1
266034,1
266035,1
266036,1
266037,1
266038,1
266039,1
266040,1
266041,1
266042,1
266043,1
266044,1
266045,1
266046,1
266047,1
266048,1
266049,1
266050,1
266051,1
266052,1
266053,1
266054,1
266055,1
266056,1
266057,1
266058,1
266059,1
266060,1
266061,1
266062,1
266063,1
266064,1
266065,1
266066,1
266067,1
266068,1
266069,1
266070,1
266071,1
266072,1
266073,1
266075,1
266076,1
266077,1
266078,1
266079,1
266080,1
266081,1
266082,1
266083,1
266084,1
266085,1
266086,1
266087,1
266088,1
266089,1
266090,1
266091,1
266092,1
266093,1
266094,1
266096,1
266097,1
266098,1
266099,1
266100,1
266101,1
266102,1
266103,1
266104,1
266105,1
266106,1
266107,1
266108,1
266109,1
266110,1
266111,1
266112,1
266113,1
266114,1
266115,1
266116,1
266117,1
266118,1
266119,1
266120,1
266121,1
266122,1
266123,1
266124,1
266125,1
266126,1
266127,1
266128,1
266129,1
266130,1
266131,1
266132,1
266133,1
266134,1
266135,1
266136,1
266137,1
266138,1
266139,1
266140,1
266141,1
266142,1
266143,1
266144,1
266145,1
266146,1
266147,1
266148,1
266149,1
266150,1
266151,1
266152,1
266153,1
266154,1
266155,1
266156,1
266157,1
266158,1
266159,1
266160,1
266161,1
266162,1
266163,1
266164,1
266165,1
266166,1
266167,1
266168,1
266169,1
266170,1
266171,1
266172,1
266173,1
266174,1
266175,1
266176,1
266177,1
266178,1
266179,1
266180,1
266181,1
266182,1
266183,1
266184,1
266185,1
266186,1
266187,1
266188,1
266189,1
266190,1
266191,1
266192,1
266193,1
266194,1
266195,1
266196,1
266197,1
266198,1
266199,1
266200,1
266201,1
266202,1
266203,1
266204,1
266205,1
266206,1
266207,1
266208,1
266209,1
