cpa_id,cluster
1697,1
1707,1
1728,1
1744,1
1745,1
1749,1
1783,1
1786,1
1787,1
2006,1
2052,1
2055,1
2066,1
2080,1
2135,1
2139,1
2141,1
2143,1
2149,1
2153,1
2154,1
2157,1
2158,1
2159,1
2163,1
2164,1
2167,1
2169,1
2170,1
2172,1
2173,1
2174,1
2176,1
2178,1
2181,1
2183,1
2190,1
3229,1
3230,1
3231,1
3233,1
3234,1
3235,1
3237,1
3238,1
3289,1
3290,1
3325,1
3326,1
3327,1
3328,1
3329,1
3330,1
3331,1
3332,1
3333,1
3334,1
3335,1
3365,1
4868,1
4870,1
4871,1
4873,1
4874,1
4875,1
4877,1
4897,1
4899,1
7009,1
7010,1
7031,1
7032,1
7052,1
7598,1
7599,1
7600,1
7601,1
35300,1
35326,1
35331,1
35332,1
37180,1
37181,1
37182,1
37183,1
37192,1
37193,1
37642,1
37643,1
37683,1
37709,1
37710,1
37711,1
37712,1
37713,1
37715,1
37716,1
37717,1
37718,1
37721,1
37722,1
37723,1
37724,1
37726,1
38563,1
38599,1
38600,1
38601,1
38643,1
38644,1
38645,1
38646,1
38692,1
38693,1
38694,1
38695,1
38696,1
38697,1
38698,1
38699,1
38700,1
38703,1
38704,1
38746,1
38747,1
38748,1
38749,1
38750,1
38751,1
38752,1
38753,1
38754,1
38755,1
38756,1
38757,1
38758,1
38759,1
38760,1
38761,1
38762,1
38763,1
38764,1
38810,1
38811,1
38812,1
38813,1
38814,1
38815,1
38816,1
38817,1
38818,1
38819,1
38820,1
38821,1
38822,1
38823,1
38824,1
38825,1
38826,1
38827,1
38828,1
38829,1
38830,1
38879,1
38880,1
38881,1
38882,1
38883,1
38884,1
38885,1
38886,1
38887,1
38888,1
38889,1
38890,1
38891,1
38892,1
38893,1
38894,1
38895,1
38896,1
38897,1
38898,1
38899,1
38900,1
38952,1
38953,1
38954,1
38955,1
38956,1
38957,1
38958,1
38959,1
38960,1
38961,1
38962,1
38963,1
38964,1
38965,1
38966,1
38967,1
38968,1
38969,1
38970,1
38971,1
38972,1
39027,1
39028,1
39029,1
39030,1
39031,1
39032,1
39033,1
39034,1
39035,1
39036,1
39037,1
39038,1
39039,1
39042,1
39043,1
39044,1
39045,1
39046,1
39102,1
39105,1
39106,1
39107,1
39108,1
39109,1
39110,1
39119,1
39120,1
39121,1
39122,1
39123,1
39183,1
39198,1
39199,1
39200,1
39201,1
39265,1
39266,1
39267,1
39268,1
39269,1
39270,1
39342,1
39343,1
39344,1
39345,1
39346,1
39347,1
39348,1
39349,1
39350,1
39351,1
39352,1
39353,1
39354,1
39435,1
39436,1
39437,1
39438,1
39439,1
39440,1
39441,1
39442,1
39443,1
39444,1
39445,1
39532,1
39533,1
39534,1
39535,1
39536,1
39537,1
39538,1
39539,1
39540,1
39541,1
39542,1
39543,1
39629,1
39630,1
39631,1
39632,1
39633,1
39634,1
39635,1
39636,1
39637,1
39638,1
39639,1
39640,1
39641,1
39733,1
39734,1
39735,1
39736,1
39737,1
39738,1
39739,1
39740,1
39741,1
39742,1
39743,1
39744,1
39835,1
39836,1
39837,1
39838,1
39839,1
39840,1
39841,1
39842,1
39843,1
39844,1
39845,1
39920,1
39922,1
39943,1
39944,1
39945,1
39946,1
39947,1
39948,1
39949,1
39950,1
39951,1
39952,1
40025,1
40026,1
40027,1
40028,1
40048,1
40049,1
40050,1
40051,1
40052,1
40053,1
40054,1
40055,1
40150,1
40151,1
40152,1
40153,1
40154,1
40155,1
40156,1
40262,1
40263,1
40264,1
40372,1
40373,1
41268,1
41269,1
41399,1
41400,1
41536,1
41672,1
46806,1
46808,1
46809,1
46817,1
46819,1
46820,1
46821,1
46826,1
46827,1
46829,1
46830,1
46831,1
46832,1
46833,1
46834,1
46835,1
46836,1
46837,1
46838,1
46839,1
46840,1
46841,1
46842,1
46843,1
46844,1
46845,1
46846,1
46847,1
46848,1
46849,1
46850,1
46851,1
46852,1
46853,1
46854,1
46855,1
46856,1
46857,1
46858,1
46862,1
46863,1
46864,1
46865,1
46866,1
46867,1
46868,1
46869,1
46870,1
46871,1
46872,1
46873,1
46874,1
46875,1
46876,1
46877,1
