cpa_id,cluster
1265,1
1285,1
1306,1
3279,1
3280,1
3286,1
3287,1
3288,1
3304,1
3305,1
3306,1
3307,1
3327,1
3328,1
3329,1
3330,1
3352,1
3353,1
3354,1
3376,1
3377,1
4339,1
4343,1
4347,1
4348,1
4768,1
4769,1
4775,1
4783,1
4824,1
5808,1
5809,1
5811,1
5812,1
5813,1
5817,1
5818,1
5819,1
5823,1
5824,1
5827,1
5828,1
5829,1
5836,1
5839,1
5840,1
5847,1
5848,1
5849,1
5850,1
5852,1
5853,1
5863,1
5864,1
5865,1
5869,1
5877,1
5878,1
5879,1
5884,1
5889,1
5893,1
5894,1
5895,1
5899,1
5900,1
5909,1
5910,1
5911,1
5914,1
5915,1
5927,1
5928,1
5929,1
5933,1
5934,1
5951,1
5952,1
5953,1
5955,1
5956,1
5980,1
5981,1
5982,1
6001,1
6002,1
6084,1
6087,1
6088,1
6090,1
6091,1
6383,1
6385,1
6386,1
6389,1
6395,1
6396,1
6397,1
6402,1
6405,1
6406,1
6407,1
6412,1
6492,1
6503,1
6504,1
6518,1
6519,1
6520,1
6521,1
6537,1
6539,1
6557,1
6574,1
6576,1
6591,1
6592,1
6593,1
6603,1
6604,1
6605,1
6611,1
6624,1
6626,1
6836,1
6837,1
6838,1
6844,1
6845,1
6847,1
6850,1
6851,1
6853,1
6854,1
8655,1
8661,1
8670,1
8679,1
8680,1
8684,1
8685,1
8687,1
8688,1
8695,1
8696,1
8700,1
8703,1
8729,1
8730,1
8731,1
8732,1
8733,1
8741,1
8742,1
8743,1
8744,1
8745,1
8746,1
8748,1
8749,1
8750,1
8753,1
8754,1
9268,1
9269,1
9270,1
9277,1
9278,1
9283,1
9306,1
9309,1
9310,1
9311,1
9322,1
9323,1
9324,1
9332,1
9334,1
9335,1
9336,1
9337,1
9343,1
9347,1
9348,1
9349,1
9350,1
9364,1
9365,1
9373,1
9377,1
9378,1
9379,1
9380,1
9381,1
9392,1
9393,1
9394,1
9395,1
9410,1
9416,1
9417,1
9438,1
9439,1
9440,1
9445,1
9449,1
9450,1
9454,1
9455,1
9456,1
9457,1
9458,1
9459,1
9460,1
9461,1
9462,1
9463,1
9464,1
9465,1
9466,1
10313,1
10314,1
10434,1
10461,1
10487,1
10488,1
10501,1
10517,1
10518,1
10519,1
10520,1
10539,1
10542,1
10543,1
10545,1
10546,1
10547,1
10556,1
10557,1
10561,1
10562,1
10563,1
10564,1
10573,1
10575,1
11007,1
11008,1
11015,1
11017,1
11019,1
11020,1
11021,1
11033,1
11034,1
11035,1
11036,1
11045,1
11047,1
11048,1
11049,1
11050,1
11060,1
11061,1
11062,1
11063,1
11069,1
11070,1
11071,1
11072,1
11073,1
11081,1
11082,1
11083,1
11084,1
11085,1
11093,1
11094,1
11101,1
11102,1
11105,1
11109,1
11110,1
11111,1
11112,1
11113,1
11118,1
11119,1
11120,1
11121,1
11122,1
11123,1
11127,1
11128,1
11129,1
11130,1
11808,1
11826,1
11827,1
11845,1
11846,1
11975,1
11976,1
11994,1
12008,1
12009,1
12026,1
12098,1
12114,1
12424,1
12431,1
12437,1
12438,1
12445,1
12447,1
12450,1
12451,1
12460,1
12461,1
12463,1
12472,1
12474,1
12475,1
12482,1
12483,1
12484,1
12485,1
12486,1
12491,1
12492,1
12493,1
12496,1
12497,1
12499,1
12500,1
12501,1
12502,1
12505,1
12506,1
12507,1
12508,1
12509,1
12510,1
12511,1
12512,1
12514,1
12516,1
12517,1
12894,1
12920,1
12933,1
12968,1
12969,1
12987,1
12988,1
12989,1
13002,1
13003,1
13004,1
13005,1
13018,1
13019,1
13087,1
13089,1
13090,1
13091,1
13092,1
13093,1
13094,1
13096,1
13097,1
13098,1
13101,1
13103,1
13104,1
13105,1
15021,1
15022,1
15023,1
15215,1
15230,1
15231,1
15233,1
15237,1
15238,1
15239,1
15240,1
15241,1
15242,1
15243,1
15248,1
15249,1
15250,1
15251,1
15252,1
15253,1
15254,1
15255,1
15260,1
15261,1
15262,1
15263,1
15264,1
15265,1
15266,1
15267,1
15273,1
15274,1
15275,1
15276,1
15277,1
15278,1
15279,1
15286,1
15287,1
15288,1
15289,1
15290,1
15291,1
15292,1
15302,1
15303,1
15304,1
15305,1
15306,1
15307,1
15316,1
15317,1
15318,1
15319,1
15320,1
15321,1
15331,1
15332,1
15333,1
15334,1
15335,1
15337,1
