Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
NE,natural_gas_combined_cycle,1,1,1.1369289545912542e9,1.1369289545912542e9
NE,solar_pv,1,1,1.2056052378772707e8,1.2056052378772707e8
NE,onshore_wind,1,1,1.2017532000378527e7,1.2017532000378527e7
NE,battery,1,0,1.2101091750969186e8,1.2101091750969186e8
