Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,1.5418513030544562e7,15021.456189190389,0.11717267654102242
solar_pv,1,5.227200045388753e7,32600.078808068814,0.1830401507498216
onshore_wind,1,5.563396732916538e7,28966.84143814996,0.2192475671198871
battery,1,2.1809170245481264e7,7947.967851455469,0.0
