Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
NE,natural_gas_combined_cycle,1,1,1.1836874922930615e9,1.1836874922930615e9
NE,solar_pv,1,1,2.3757671353467204e7,2.3757671353467204e7
NE,onshore_wind,1,1,1.3785140680077204e7,1.3785140680077204e7
NE,battery,1,0,2.5883766665956894e8,2.5883766665956894e8
