Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,1.5397260822900487e7,14604.817612427203,0.12034920413074204
solar_pv,1,5.253625431345264e7,34191.158050209946,0.17540468492999917
onshore_wind,1,5.47947094820249e7,26990.158095384817,0.23175499009836426
battery,1,3.0527929296342295e7,10986.928344029202,0.0
