Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
NE,natural_gas_combined_cycle,1,1,1.1053948306317804e9,1.1053948306317804e9
NE,solar_pv,1,1,1.3602873470103905e8,1.3602873470103905e8
NE,onshore_wind,1,1,9.387608402870083e6,9.387608402870083e6
NE,battery,1,0,1.1298068407673551e8,1.1298068407673551e8
