Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
NE,natural_gas_combined_cycle,1,1,1.2030903379077458e9,1.2030903379077458e9
NE,solar_pv,1,1,8.321873689521486e7,8.321873689521486e7
NE,onshore_wind,1,1,8.752271907066574e6,8.752271907066574e6
NE,battery,1,0,7.937210493341687e7,7.937210493341687e7
