Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
NE,natural_gas_combined_cycle,1,1,1.1262330859155762e9,1.1262330859155762e9
NE,solar_pv,1,1,1.325012026856858e8,1.325012026856858e8
NE,onshore_wind,1,1,8.961181938524097e6,8.961181938524097e6
NE,battery,1,0,1.0371339680026802e8,1.0371339680026802e8
