Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,1.5344190520693319e7,14880.139071644704,0.1177152924458541
solar_pv,1,5.0425135688112415e7,32255.892056471366,0.1784571332966336
onshore_wind,1,5.666918043020379e7,27469.44812692924,0.2355010735601283
battery,1,2.69592371570505e7,9573.031659871582,0.0
