region,Resource,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,MinCapTag_1,MinCapTag_2,MinCapTag_3,MinCapTag_4,MinCapTag_5,MinCapTag_6,MinCapTag_7,MinCapTag_8,MinCapTag_9,MinCapTag_10,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,tonne_co2_captured_mwh,co2_cost_mwh,co2_o_m_mw,backbone_cost_tonne,storage_cost_tonne,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,CapRes_1,CapRes_2,CapRes_3,CapRes_4,CapRes_5,CapRes_6,CapRes_7,CapRes_8,CapRes_9,CapRes_10,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,ESR_7,ESR_8,ESR_9,ESR_10,ESR_11,ESR_12,ESR_13,ESR_14,ESR_15,ESR_16,ESR_17,ESR_18,MinCapTag_11,MinCapTag_12,MinCapTag_13,MaxCapTag_1,MaxCapTag_2,MaxCapTag_3,MaxCapTag_4,Retro3_Source,Retro3_Efficiency,gen_is_variable,Retro3_Inv_Cost_per_MWyr,Capital_Recovery_Period,WACC,Lifetime,Capacity_Factor_ub,Capacity_Factor_lb,MULTI_FUELS,Num_Fuels,Fuel1,Heat_Rate1_MMBTU_per_MWh,Fuel1_Min_Cofire_Level,Fuel1_Min_Cofire_Level_Start,Fuel1_Max_Cofire_Level,Fuel1_Max_Cofire_Level_Start,Fuel2,Heat_Rate2_MMBTU_per_MWh,Fuel2_Min_Cofire_Level,Fuel2_Max_Cofire_Level,Fuel2_Min_Cofire_Level_Start,Fuel2_Max_Cofire_Level_Start,CO2_Capture_Fraction,CO2_Capture_Fraction_Startup,CCS_Disposal_Cost_per_Metric_Ton,ELECTROLYZER,Hydrogen_MWh_Per_Tonne,Hydrogen_Price_Per_Tonne,Qualified_Hydrogen_Supply,Electrolyzer_Min_kt,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Existing_Cap_MW
NWPP,NWPP_offshorewind_class12_moderate_floating_1_1,OffShoreWind_Class12_Moderate_floating_1,1,537,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,15449.4,-1.0,0.0,0.0,0.0,0.0,0.0,4050538.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,105880.696,1830814.953,1.0,0.5114019513130188,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,30.0,0.054,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,355739.0,87665.0,0.0512013103456747
NWPP,NWPP_offshorewind_class12_moderate_floating_1_2,OffShoreWind_Class12_Moderate_floating_1,2,538,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,15295.8,-1.0,0.0,0.0,0.0,0.0,0.0,4050538.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,95788.657,1656312.321,1.0,0.4442242980003357,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,30.0,0.054,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,345647.0,87665.0,0.0518313692390907
NWPP,NWPP_offshorewind_class12_moderate_floating_0_1,OffShoreWind_Class12_Moderate_floating_0,1,539,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,105130.0,-1.0,0.0,0.0,0.0,0.0,0.0,4050538.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,97015.771,1677528.937,1.0,0.4741158187389374,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,30.0,0.054,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,346874.0,87665.0,0.0527834887439977
NWPP,NWPP_offshorewind_class12_moderate_floating_0_2,OffShoreWind_Class12_Moderate_floating_0,2,540,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,105024.0,-1.0,0.0,0.0,0.0,0.0,0.0,4050538.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89265.328,1543520.863,1.0,0.3983077704906463,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,30.0,0.054,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,339124.0,87665.0,0.050911069730859
NYCW,NYCW_battery_moderate_0,Battery_*_Moderate,0,541,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,2.302823121219421,0.0,0.0,0.0,1,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,244161.358,250466.817,18728.0,6786.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.92,0.92,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.027,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,15.0,0.044,15.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,21716.0,7868.0,2.009923459928572
NYCW,NYCW_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,0,542,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2000.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,5763927.963,0.0,0.0,0.0,2.67,0.0,0.0,0.0,365.0,0.0,10.45,0.0,0.0,middle_atlantic_uranium,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.041666667,0.083333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.372,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,40.0,0.049,40.0,1,0,0,1,middle_atlantic_uranium,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,759457.0,164293.0,0.3174559095884253
NYCW,NYCW_hydrogen_fframe_ct_moderate_0,Hydrogen_F-Frame CT_Moderate,0,543,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1309921.911,0.0,0.0,0.0,6.96,0.0,0.0,0.0,176.0,0.0,9.72,0.0,0.0,hydrogen,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,30.0,0.056,30.0,1,0,0,1,hydrogen,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,128141.0,25013.0,0.4558836302480242
NYCW,NYCW_hydrogen_hframe_cc_moderate_0,Hydrogen_H-Frame CC_Moderate,0,544,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,500.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1495207.646,0.0,0.0,0.0,2.02,0.0,0.0,0.0,135.0,0.0,6.18,0.0,0.0,hydrogen,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.624,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,30.0,0.056,30.0,1,0,0,1,hydrogen,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,161915.0,31320.0,0.4576621592155365
NYCW,NYCW_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,1,545,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,4.5,-1.0,0.0,0.0,0.0,0.0,0.0,1392703.226,0.0,0.0,0.0,-10.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21852.769,377862.56,1.197,0.2468122243881225,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,None,0,1,0,30.0,0.044,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,110723.0,20498.0,4.499536613714401
NYCW,NYCW_offshorewind_class3_moderate_fixed_1_1,OffShoreWind_Class3_Moderate_fixed_1,1,546,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2262.5,-1.0,0.0,0.0,0.0,0.0,0.0,2558577.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,73063.898,1263369.047,1.006,0.464101105928421,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,30.0,0.054,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,231247.0,101004.0,1046.9775916141364
NYCW,NYCW_offshorewind_class3_moderate_fixed_1_2,OffShoreWind_Class3_Moderate_fixed_1,2,547,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2170.0,-1.0,0.0,0.0,0.0,0.0,0.0,2558577.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71232.361,1231699.443,1.006,0.4543887972831726,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,30.0,0.054,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,229416.0,101004.0,2.0316298498202547
NYCW,NYCW_offshorewind_class3_moderate_fixed_0_1,OffShoreWind_Class3_Moderate_fixed_0,1,548,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,832.5,-1.0,0.0,0.0,0.0,0.0,0.0,2558577.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,73603.281,1272695.72,1.006,0.4654594957828522,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,30.0,0.054,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,231787.0,101004.0,3.4331238176262087
NYCW,NYCW_offshorewind_class3_moderate_fixed_0_2,OffShoreWind_Class3_Moderate_fixed_0,2,549,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,783.8,-1.0,0.0,0.0,0.0,0.0,0.0,2558577.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71676.475,1239378.708,1.006,0.4561230838298797,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,30.0,0.054,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,229860.0,101004.0,1.0222455919829505
NYCW,NYCW_offshorewind_class12_moderate_floating_1_1,OffShoreWind_Class12_Moderate_floating_1,1,550,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,3134.0,-1.0,0.0,0.0,0.0,0.0,0.0,4050538.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,84812.129,1466511.146,1.006,0.4720976948738098,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,30.0,0.054,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,336139.0,87665.0,0.1281952090026984
NYCW,NYCW_offshorewind_class12_moderate_floating_1_2,OffShoreWind_Class12_Moderate_floating_1,2,551,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,3102.0,-1.0,0.0,0.0,0.0,0.0,0.0,4050538.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83592.262,1445418.043,1.006,0.4672868847846985,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,30.0,0.054,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,334919.0,87665.0,0.127925815437151
NYCW,NYCW_offshorewind_class12_moderate_floating_0_1,OffShoreWind_Class12_Moderate_floating_0,1,552,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1352.0,-1.0,0.0,0.0,0.0,0.0,0.0,4050538.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85661.542,1481198.615,1.006,0.4758756458759308,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,30.0,0.054,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,336988.0,87665.0,0.1458760705139753
NYCW,NYCW_offshorewind_class12_moderate_floating_0_2,OffShoreWind_Class12_Moderate_floating_0,2,553,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1272.0,-1.0,0.0,0.0,0.0,0.0,0.0,4050538.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,84821.856,1466679.363,1.006,0.471899151802063,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,None,0,1,0,30.0,0.054,30.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,336148.0,87665.0,0.1357960660143865
NYUP,NYUP_battery_moderate_0,Battery_*_Moderate,0,554,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,2.3084941340568514,0.0,0.0,0.0,1,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,244161.358,250466.817,18306.0,6786.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.92,0.92,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.004,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,15.0,0.044,15.0,1,0,0,1,None,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,21227.0,7868.0,2.050317573433217
NYUP,NYUP_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,0,555,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2000.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,5763927.963,0.0,0.0,0.0,2.67,0.0,0.0,0.0,365.0,0.0,10.45,0.0,0.0,middle_atlantic_uranium,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.041666667,0.083333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.057,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,40.0,0.049,40.0,1,0,0,1,middle_atlantic_uranium,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,585116.0,164293.0,0.3507536786822079
NYUP,NYUP_hydrogen_fframe_ct_moderate_0,Hydrogen_F-Frame CT_Moderate,0,556,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1309921.911,0.0,0.0,0.0,6.96,0.0,0.0,0.0,176.0,0.0,9.72,0.0,0.0,hydrogen,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,30.0,0.056,30.0,1,0,0,1,hydrogen,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,95672.0,25013.0,0.5643488988467164
NYUP,NYUP_hydrogen_hframe_cc_moderate_0,Hydrogen_H-Frame CC_Moderate,0,557,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,500.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1495207.646,0.0,0.0,0.0,2.02,0.0,0.0,0.0,135.0,0.0,6.18,0.0,0.0,hydrogen,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166,0.0,0,0,None,0.0,0.0,None,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,30.0,0.056,30.0,1,0,0,1,hydrogen,0.0,0,0,1,1,hydrogen,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-45.0,0,0.0,0,1,0.0,116236.0,31320.0,0.5479615153638793
