Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
NE,natural_gas_combined_cycle,1,1,1.1837043567938612e9,1.1837043567938612e9
NE,solar_pv,1,1,3.0196236640720014e7,3.0196236640720014e7
NE,onshore_wind,1,1,1.3841710521768222e7,1.3841710521768222e7
NE,battery,1,0,2.443194353388002e8,2.443194353388002e8
