Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,1.5475676240856785e7,15639.467237357318,0.11295971154570494
solar_pv,1,4.219793538588093e7,24342.811969339127,0.1978865842490867
onshore_wind,1,6.605183204365755e7,28031.607899702973,0.2689879047353314
battery,1,2.4732008403921667e7,9385.414407644832,0.0
