Region,Resource,Zone,Cluster,AnnualSum
NE,natural_gas_combined_cycle,1,1,4.198420689036321e9
NE,solar_pv,1,1,3.499858714019472e9
NE,onshore_wind,1,1,3.8191564705898414e9
NE,battery,1,0,2.168992065872454e9
