BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.2303590168595688e8,3.1581810738243863e7,-3.7313103424201004e7,0.0,0.0,0.0,0.0,0.0,0.0,-1.17304609e8
t1,3360.517926652692,9571.439894594965,-1769.957821247656,0.0,0.0,0.0,0.0,0.0,0.0,-11162.0
t2,21492.011592931114,202.69306145575237,-11138.70465438687,0.0,0.0,0.0,0.0,0.0,0.0,-10556.0
t3,0.0,10723.19885792131,-618.1988579213105,0.0,0.0,0.0,0.0,0.0,0.0,-10105.0
t4,21219.39771584262,0.0,-11341.39771584262,0.0,0.0,0.0,0.0,0.0,0.0,-9878.0
t5,20621.222175185387,281.5877703286169,-11059.809945514004,0.0,0.0,0.0,0.0,0.0,0.0,-9843.0
t6,0.0,10679.19885792131,-662.198857921311,0.0,0.0,0.0,0.0,0.0,0.0,-10017.0
t7,4490.69507095713,8620.351322442746,-2721.046393399876,0.0,0.0,0.0,0.0,0.0,0.0,-10390.0
t8,16536.264699957766,2766.066507942428,-8575.331207900193,0.0,0.0,0.0,0.0,0.0,0.0,-10727.0
t9,11829.493609113173,5404.952053364724,-5936.445662477898,0.0,0.0,0.0,0.0,0.0,0.0,-11298.0
t10,15001.10555544037,4099.646080201126,-7241.751635641495,0.0,0.0,0.0,0.0,0.0,0.0,-11859.0
t11,20168.44071720529,1684.478499318665,-9656.919216523956,0.0,0.0,0.0,0.0,0.0,0.0,-12196.0
t12,22731.648210109834,465.37475286639295,-10876.022962976229,0.0,0.0,0.0,0.0,0.0,0.0,-12321.0
t13,21707.89354036686,1007.2520877378821,-10334.14562810474,0.0,0.0,0.0,0.0,0.0,0.0,-12381.0
t14,20840.696762336738,1385.3504767529419,-9956.04723908968,0.0,0.0,0.0,0.0,0.0,0.0,-12270.0
t15,17529.263904294305,2980.5669057741584,-8360.830810068464,0.0,0.0,0.0,0.0,0.0,0.0,-12149.0
t16,13162.47849282573,5198.959611508447,-6142.4381043341755,0.0,0.0,0.0,0.0,0.0,0.0,-12219.0
