Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery,Total
Zone,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,3.7313103424201004e7,3.7313103424201004e7
t1,0.0,0.0,0.0,1769.957821247656,1769.957821247656
t2,0.0,0.0,0.0,11138.70465438687,11138.70465438687
t3,0.0,0.0,0.0,618.1988579213105,618.1988579213105
t4,0.0,0.0,0.0,11341.39771584262,11341.39771584262
t5,0.0,0.0,0.0,11059.809945514004,11059.809945514004
t6,0.0,0.0,0.0,662.198857921311,662.198857921311
t7,0.0,0.0,0.0,2721.046393399876,2721.046393399876
t8,0.0,0.0,0.0,8575.331207900193,8575.331207900193
t9,0.0,0.0,0.0,5936.445662477898,5936.445662477898
t10,0.0,0.0,0.0,7241.751635641495,7241.751635641495
t11,0.0,0.0,0.0,9656.919216523956,9656.919216523956
t12,0.0,0.0,0.0,10876.022962976229,10876.022962976229
t13,0.0,0.0,0.0,10334.14562810474,10334.14562810474
t14,0.0,0.0,0.0,9956.04723908968,9956.04723908968
t15,0.0,0.0,0.0,8360.830810068464,8360.830810068464
t16,0.0,0.0,0.0,6142.4381043341755,6142.4381043341755
t17,0.0,0.0,0.0,2020.679288198033,2020.679288198033
t18,0.0,0.0,0.0,6121.616749027807,6121.616749027807
t19,0.0,0.0,0.0,5190.084751921156,5190.084751921156
t20,0.0,0.0,0.0,11237.371628189707,11237.371628189707
t21,0.0,0.0,0.0,6142.4381043341755,6142.4381043341755
t22,0.0,0.0,0.0,6142.4381043341755,6142.4381043341755
t23,0.0,0.0,0.0,-0.0,0.0
t24,0.0,0.0,0.0,9295.923890636634,9295.923890636634
t25,0.0,0.0,0.0,7839.817275194634,7839.817275194634
t26,0.0,0.0,0.0,7434.011251505432,7434.011251505432
t27,0.0,0.0,0.0,6142.4381043341755,6142.4381043341755
t28,0.0,0.0,0.0,1066.6988579213105,1066.6988579213105
t29,0.0,0.0,0.0,965.6988579213106,965.6988579213106
t30,0.0,0.0,0.0,708.698857921311,708.698857921311
t31,0.0,0.0,0.0,6424.975217823898,6424.975217823898
t32,0.0,0.0,0.0,6622.998373260405,6622.998373260405
t33,0.0,0.0,0.0,2415.607819308791,2415.607819308791
