Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
NE,natural_gas_combined_cycle,1,1,1.1536714545550163e9,1.1536714545550163e9
NE,solar_pv,1,1,2.9606301778576914e7,2.9606301778576914e7
NE,onshore_wind,1,1,9.109880558350302e6,9.109880558350302e6
NE,battery,1,0,2.772995514471715e8,2.772995514471715e8
