Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,1.4368603185773967e7,15895.600802089477,0.10318902227399511
solar_pv,1,3.5777762609066494e7,19715.81466339221,0.2071544871794883
onshore_wind,1,6.4981071956397414e7,27137.406046463027,0.27334707583802736
battery,1,1.4288445343044182e7,6000.0,0.0
