BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.2299022037056516e8,2.58558235014466e7,-3.054799563025362e7,0.0,0.0,0.0,0.0,0.0,0.0,-1.1829804824175805e8
t1,3513.569532952058,8556.765081296628,-908.3346142486838,0.0,0.0,0.0,0.0,0.0,0.0,-11162.0
t2,20021.09969554531,0.0,-9465.09969554531,0.0,0.0,0.0,0.0,0.0,0.0,-10556.0
t3,639.9003044546898,9465.09969554531,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10105.0
t4,19343.099695545312,0.0,-9465.09969554531,0.0,0.0,0.0,0.0,0.0,0.0,-9878.0
t5,3593.872860088828,7857.113417728241,-1607.9862778170693,0.0,0.0,0.0,0.0,0.0,0.0,-9843.0
t6,16451.80659529395,1515.1465501256807,-7949.95314541963,0.0,0.0,0.0,0.0,0.0,0.0,-10017.0
t7,14528.711693258543,2663.194001143384,-6801.905694401927,0.0,0.0,0.0,0.0,0.0,0.0,-10390.0
t8,6843.245013791289,6674.4273408770105,-2790.6723546682997,0.0,0.0,0.0,0.0,0.0,0.0,-10727.0
t9,16339.469670810604,2211.815012367353,-7253.284683177958,0.0,0.0,0.0,0.0,0.0,0.0,-11298.0
t10,12972.25251667534,4175.923589434985,-5289.176106110325,0.0,0.0,0.0,0.0,0.0,0.0,-11859.0
t11,17186.119351961996,2237.4901717916573,-7227.609523753653,0.0,0.0,0.0,0.0,0.0,0.0,-12196.0
t12,19312.114912957375,1236.9923912939669,-8228.107304251344,0.0,0.0,0.0,0.0,0.0,0.0,-12321.0
t13,18606.139879852337,1619.9799078464866,-7845.1197876988235,0.0,0.0,0.0,0.0,0.0,0.0,-12381.0
t14,17751.41963004719,1991.840032749061,-7473.259662796249,0.0,0.0,0.0,0.0,0.0,0.0,-12270.0
t15,14930.850101581635,3341.6247969818373,-6123.474898563473,0.0,0.0,0.0,0.0,0.0,0.0,-12149.0
t16,13006.391309161481,4338.854193191915,-5126.245502353396,0.0,0.0,0.0,0.0,0.0,0.0,-12219.0
t17,5613.130629694907,8630.984532925202,-834.1151626201082,0.0,0.0,0.0,0.0,0.0,0.0,-13410.0
t18,14785.419650618478,4609.340022463416,-4855.759673081894,0.0,0.0,0.0,0.0,0.0,0.0,-14539.0
t19,23919.099695545312,0.0,-9465.09969554531,0.0,0.0,0.0,0.0,0.0,0.0,-14454.0
t20,15246.915260787227,4115.092217379041,-5350.007478166269,0.0,0.0,0.0,0.0,0.0,0.0,-14012.0
t21,4028.9003044546894,9465.09969554531,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13494.0
t22,3306.90030445469,9465.09969554531,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12772.0
t23,21342.099695545312,0.0,-9465.09969554531,0.0,0.0,0.0,0.0,0.0,0.0,-11877.0
t24,1408.9003044546898,9465.09969554531,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10874.0
t25,933.9495093962214,9278.075093074545,-187.02460247076579,0.0,0.0,0.0,0.0,0.0,0.0,-10025.0
t26,16902.223613583323,1036.938040980993,-8428.161654564317,0.0,0.0,0.0,0.0,0.0,0.0,-9511.0
t27,9372.640273089952,4678.229711227679,-4786.869984317631,0.0,0.0,0.0,0.0,0.0,0.0,-9264.0
t28,18673.099695545312,0.0,-9465.09969554531,0.0,0.0,0.0,0.0,0.0,0.0,-9208.0
t29,18875.09969554531,0.0,-9465.09969554531,0.0,0.0,0.0,0.0,0.0,0.0,-9410.0
t30,19389.099695545312,0.0,-9465.09969554531,0.0,0.0,0.0,0.0,0.0,0.0,-9924.0
t31,1230.9003044546891,9465.09969554531,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10696.0
t32,12390.341192660651,4201.87925144233,-5263.220444102981,0.0,0.0,0.0,0.0,0.0,0.0,-11329.0
t33,4765.481779878441,8402.308957833435,-1062.7907377118752,0.0,0.0,0.0,0.0,0.0,0.0,-12105.0
t34,10180.260452265316,6091.919621639996,-3373.180073905314,0.0,0.0,0.0,0.0,0.0,0.0,-12899.0
t35,22947.099695545312,0.0,-9465.09969554531,0.0,0.0,0.0,0.0,0.0,0.0,-13482.0
t36,23186.09969554531,0.0,-9465.09969554531,0.0,0.0,0.0,0.0,0.0,0.0,-13721.0
t37,17015.748380278455,3074.1756576334274,-6390.924037911884,0.0,0.0,0.0,0.0,0.0,0.0,-13699.0
