Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,1.5610719748318434e7,14930.040193192295,0.11935973448901294
solar_pv,1,5.084432895747048e7,31958.030102355522,0.1816178006802765
onshore_wind,1,5.830288739558515e7,31007.62921955255,0.21464332876903736
battery,1,2.809815829644992e7,10395.846513525625,0.0
