Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,1.5380232396150526e7,14657.077749255295,0.11978747208919437
solar_pv,1,5.172533645248238e7,33619.07225473346,0.1756359821108175
onshore_wind,1,5.5492112625866726e7,27225.3912065145,0.23267676872410176
battery,1,3.004803211406277e7,10796.071973913786,0.0
