Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
NE,natural_gas_combined_cycle,1,1,1.1093502436078868e9,1.1093502436078868e9
NE,solar_pv,1,1,1.337089935131919e8,1.337089935131919e8
NE,onshore_wind,1,1,9.465169035232443e6,9.465169035232443e6
NE,battery,1,0,1.1136058806537719e8,1.1136058806537719e8
